Effect_1,Effect_2,Effect_3,Effect_4,Effect_5,Effect_Level_1,Effect_Level_2,Effect_Level_3,Effect_Level_4,Effect_Level_5,Flavor_1,Flavor_2,Flavor_3,Leafly_Name,Medicinal_1,Medicinal_2,Medicinal_3,Medicinal_4,Medicinal_5,Medicinal_Level_1,Medicinal_Level_2,Medicinal_Level_3,Medicinal_Level_4,Medicinal_Level_5,Name,Negative_1,Negative_2,Negative_3,Negative_4,Negative_5,Negative_Level_1,Negative_Level_2,Negative_Level_3,Negative_Level_4,Negative_Level_5,Number_of_Reviews,Rating,Type
Relaxed,Euphoric,Hungry,Focused,Happy,width:100%,width:96%,width:90%,width:88%,width:79%,1. Earthy,2. Pungent,3. Diesel,Afw,Stress,Pain,Depression,Insomnia,Muscle Spasms,width:100%,width:68%,width:50%,width:46%,width:36%,Afwreck,Dry Mouth,Dry Eyes,Dizzy,Headache,Paranoid,width:100%,width:63%,width:23%,width:21%,width:21%,120,4.2,Hybrid
Energetic,Tingly,Aroused,Happy,Sleepy,width:100%,width:100%,width:50%,width:50%,width:50%,1. Orange,2. Mango,3. Grape,Agp,Eye Pressure,Fatigue,Headaches,Inflammation,Lack of Appetite,width:100%,width:100%,width:50%,width:50%,width:50%,Agape,Anxious,Headache,,,,width:100%,width:100%,,,,2,4.5,Sativa
Happy,Uplifted,Relaxed,Creative,Energetic,width:100%,width:94%,width:74%,width:69%,width:66%,1. Orange,2. Citrus,3. Sweet,Ago,Stress,Depression,Pain,Headaches,Fatigue,width:100%,width:88%,width:52%,width:49%,width:37%,Agent Orange,Dry Mouth,Dry Eyes,Paranoid,Dizzy,Anxious,width:100%,width:47%,width:21%,width:15%,width:13%,1097,4.2,Hybrid
Creative,Euphoric,Focused,Happy,Uplifted,width:100%,width:100%,width:93%,width:34%,width:31%,,,,Agt,Stress,Depression,Fatigue,Headaches,Inflammation,width:100%,width:100%,width:75%,width:50%,width:50%,Agent Tangie,Dry Eyes,Dry Mouth,Anxious,,,width:100%,width:83%,width:16%,,,17,4.6,Hybrid
,,,,,,,,,,,,,Ag,,,,,,,,,,,Agharta,,,,,,,,,,,,,Hybrid
Relaxed,Happy,Euphoric,Creative,Giggly,width:100%,width:66%,width:56%,width:52%,width:47%,,,,Ajo,Stress,Pain,Depression,Insomnia,Headaches,width:100%,width:88%,width:88%,width:58%,width:34%,Air Jordan OG,Dry Mouth,Dizzy,Headache,Dry Eyes,,width:100%,width:59%,width:59%,width:40%,,7,4.7,Indica
Energetic,Talkative,,,,width:100%,width:100%,,,,,,,Ald,,,,,,,,,,,Al's Dream,,,,,,,,,,,3,3.0,Hybrid
Relaxed,Happy,Sleepy,Hungry,Creative,width:100%,width:67%,width:54%,width:38%,width:32%,1. Pine,2. Earthy,3. Grape,Af,Stress,Pain,Insomnia,Depression,Muscle Spasms,width:100%,width:82%,width:51%,width:40%,width:29%,Afgooey,Dry Mouth,Dry Eyes,Dizzy,Paranoid,Headache,width:100%,width:32%,width:19%,width:9%,width:3%,358,4.2,Indica
Energetic,Creative,Uplifted,Talkative,Euphoric,width:100%,width:67%,width:64%,width:53%,width:49%,,,,Ala,Depression,Stress,Pain,Headaches,Nausea,width:100%,width:94%,width:77%,width:70%,width:58%,Alaska,Dry Mouth,Dry Eyes,Anxious,Headache,Dizzy,width:100%,width:35%,width:14%,width:13%,width:2%,70,4.6,Sativa
Creative,Euphoric,Focused,Relaxed,Tingly,width:100%,width:100%,width:100%,width:100%,width:100%,1. Grape,2. Pepper,3. Skunk,Atg,Eye Pressure,Pain,Stress,,,width:100%,width:100%,width:100%,,,Alaska Thunder Grape,,,,,,,,,,,3,5.0,Hybrid
Energetic,Euphoric,Hungry,Talkative,Happy,width:100%,width:88%,width:67%,width:63%,width:60%,1. Woody,2. Pungent,3. Spicy/Herbal,Aic,Stress,Depression,Pain,Fatigue,Headaches,width:100%,width:96%,width:52%,width:48%,width:44%,Alaskan Ice,Dry Mouth,Headache,Dry Eyes,Dizzy,Paranoid,width:100%,width:65%,width:17%,width:7%,width:5%,84,4.4,Sativa
Happy,Uplifted,Euphoric,Energetic,Relaxed,width:100%,width:88%,width:81%,width:69%,width:63%,1. Earthy,2. Pine,3. Woody,Atf,Stress,Depression,Pain,Fatigue,Headaches,width:100%,width:85%,width:67%,width:40%,width:32%,Alaskan Thunder Fuck,Dry Mouth,Dry Eyes,Anxious,Paranoid,Headache,width:100%,width:43%,width:19%,width:16%,width:13%,1927,4.4,Sativa
Relaxed,Happy,Euphoric,Uplifted,Focused,width:100%,width:94%,width:87%,width:70%,width:65%,1. Pungent,2. Skunk,3. Flowery,Abw,Stress,Depression,Pain,Insomnia,Lack of Appetite,width:100%,width:100%,width:29%,width:20%,width:16%,Albert Walker,Headache,Dry Mouth,Dry Eyes,Dizzy,Paranoid,width:100%,width:29%,width:22%,width:15%,width:13%,69,4.7,Hybrid
Happy,Euphoric,Relaxed,Hungry,Talkative,width:100%,width:84%,width:65%,width:59%,width:57%,1. Honey,2. Cheese,3. Sweet,Alc,Stress,Pain,Depression,Lack of Appetite,Headaches,width:100%,width:94%,width:88%,width:88%,width:30%,Alchemy,Dry Eyes,Dry Mouth,Dizzy,,,width:100%,width:100%,width:12%,,,12,4.6,Hybrid
Relaxed,Creative,Euphoric,Giggly,Happy,width:100%,width:50%,width:50%,width:50%,width:50%,1. Coffee,2. Diesel,3. Pungent,Alf,Depression,Insomnia,Muscle Spasms,Stress,,width:100%,width:100%,width:100%,width:100%,,Alf,Dry Mouth,,,,,width:100%,,,,,2,5.0,Hybrid
Focused,Euphoric,Relaxed,Creative,Happy,width:100%,width:80%,width:75%,width:63%,width:63%,1. Earthy,2. Woody,3. Ammonia,Alw,Stress,Depression,Fatigue,Headaches,Nausea,width:100%,width:95%,width:64%,width:27%,width:26%,Alice in Wonderland,Dry Mouth,Dry Eyes,Headache,Anxious,Paranoid,width:100%,width:44%,width:27%,width:5%,width:5%,107,4.5,Sativa
Relaxed,Tingly,Euphoric,Happy,Focused,width:100%,width:93%,width:93%,width:10%,width:7%,1. Earthy,2. Nutty,3. Sweet,Adn,Stress,Fatigue,Headaches,Insomnia,Eye Pressure,width:100%,width:100%,width:6%,width:6%,width:5%,Alien Abduction,Dry Mouth,Dry Eyes,Anxious,Dizzy,Headache,width:100%,width:71%,width:57%,width:57%,width:57%,16,3.7,Hybrid
Hungry,Euphoric,Aroused,Creative,Energetic,width:100%,width:66%,width:33%,width:33%,width:33%,1. Sweet,2. Orange,3. Citrus,Aap,Stress,Cramps,Depression,Eye Pressure,Fatigue,width:100%,width:50%,width:50%,width:50%,width:50%,Alien Apparition,Dry Mouth,,,,,width:100%,,,,,6,4.3,Hybrid
Relaxed,Giggly,Uplifted,Happy,Euphoric,width:100%,width:100%,width:86%,width:75%,width:62%,,,,Aah,Stress,Depression,Pain,Muscle Spasms,Headaches,width:100%,width:99%,width:50%,width:48%,width:48%,Alien Asshat,Dry Mouth,Anxious,Dizzy,,,width:100%,width:96%,width:3%,,,37,4.8,Hybrid
Happy,Relaxed,Sleepy,Euphoric,Giggly,width:100%,width:100%,width:100%,width:44%,width:44%,1. Skunk,,,Abt,Insomnia,Stress,Cramps,Depression,Headaches,width:100%,width:100%,width:50%,width:50%,width:50%,Alien Breath,Dizzy,,,,,width:100%,,,,,7,4.9,Hybrid
Relaxed,Sleepy,Euphoric,Happy,Talkative,width:100%,width:66%,width:50%,width:44%,width:38%,1. Earthy,2. Flowery,3. Sweet,Aba,Stress,Pain,Depression,Insomnia,Muscle Spasms,width:100%,width:99%,width:68%,width:64%,width:48%,Alien Bubba,Dry Mouth,Headache,Dry Eyes,Dizzy,Anxious,width:100%,width:26%,width:8%,width:5%,width:4%,81,4.7,Indica
Relaxed,Happy,Euphoric,Hungry,Sleepy,width:100%,width:60%,width:52%,width:51%,width:48%,1. Earthy,2. Violet,3. Flowery,Adg,Stress,Fatigue,Headaches,Lack of Appetite,Insomnia,width:100%,width:82%,width:80%,width:78%,width:69%,Alien Dawg,Dizzy,Dry Eyes,Headache,Dry Mouth,Paranoid,width:100%,width:88%,width:68%,width:61%,width:15%,206,4.3,Indica
Uplifted,Happy,Energetic,Euphoric,Talkative,width:100%,width:94%,width:88%,width:86%,width:62%,1. Earthy,2. Pine,3. Lemon,Adt,Depression,Pain,Stress,Fatigue,Lack of Appetite,width:100%,width:69%,width:59%,width:50%,width:40%,Alien Dutchess,Dry Mouth,Dry Eyes,Anxious,,,width:100%,width:97%,width:56%,,,37,4.4,Sativa
Euphoric,Happy,Relaxed,Uplifted,Creative,width:100%,width:94%,width:80%,width:75%,width:70%,1. Citrus,2. Sweet,3. Pungent,Ahn,Stress,Depression,Muscle Spasms,Pain,Fatigue,width:100%,width:83%,width:50%,width:50%,width:33%,Alien Hallucination,Dry Mouth,Dry Eyes,Paranoid,Anxious,Dizzy,width:100%,width:66%,width:50%,width:16%,width:16%,42,4.1,Hybrid
Happy,Euphoric,Creative,Uplifted,Talkative,width:100%,width:96%,width:96%,width:95%,width:95%,1. Diesel,2. Earthy,3. Pungent,Ai,Depression,Stress,Pain,Fatigue,Lack of Appetite,width:100%,width:60%,width:40%,width:20%,width:20%,Alien Inferno,Dry Mouth,Dry Eyes,Anxious,,,width:100%,width:66%,width:33%,,,22,4.8,Hybrid
Relaxed,Tingly,Hungry,Creative,Happy,width:100%,width:67%,width:59%,width:59%,width:42%,1. Sweet,2. Earthy,3. Woody,Alk,Stress,Pain,Depression,Lack of Appetite,Headaches,width:100%,width:98%,width:84%,width:70%,width:70%,Alien Kush,Dry Mouth,Paranoid,Dizzy,Anxious,Dry Eyes,width:100%,width:44%,width:43%,width:38%,width:19%,130,4.2,Indica
Relaxed,Happy,Euphoric,Uplifted,Creative,width:100%,width:86%,width:81%,width:67%,width:41%,1. Earthy,2. Pine,3. Lemon,Ali,Stress,Pain,Depression,Insomnia,Fatigue,width:100%,width:79%,width:78%,width:51%,width:42%,Alien OG,Dry Mouth,Dry Eyes,Paranoid,Dizzy,Headache,width:100%,width:53%,width:22%,width:16%,width:15%,938,4.5,Hybrid
Euphoric,Happy,Relaxed,Uplifted,Creative,width:100%,width:83%,width:83%,width:83%,width:66%,1. Pungent,2. Skunk,3. Cheese,Alr,Lack of Appetite,Headaches,Inflammation,Muscle Spasms,Pain,width:100%,width:100%,width:100%,width:100%,width:100%,Alien Reunion,Dry Mouth,Dizzy,Dry Eyes,Headache,Paranoid,width:100%,width:50%,width:50%,width:50%,width:50%,11,4.9,Hybrid
Relaxed,Hungry,Happy,Focused,Euphoric,width:100%,width:66%,width:50%,width:49%,width:48%,1. Earthy,2. Lemon,3. Spicy/Herbal,Ari,Stress,Insomnia,Pain,Nausea,Lack of Appetite,width:100%,width:78%,width:68%,width:56%,width:56%,Alien Rift,Dry Mouth,Dry Eyes,Anxious,Paranoid,Dizzy,width:100%,width:61%,width:5%,width:5%,width:1%,41,4.5,Indica
Happy,Relaxed,Euphoric,Sleepy,Uplifted,width:100%,width:83%,width:72%,width:59%,width:42%,1. Berry,2. Citrus,3. Blueberry,Arc,Pain,Stress,Depression,Insomnia,Lack of Appetite,width:100%,width:92%,width:87%,width:84%,width:52%,Alien Rock Candy,Dry Mouth,Dry Eyes,Dizzy,Paranoid,Anxious,width:100%,width:77%,width:25%,width:11%,width:5%,181,4.7,Hybrid
Euphoric,Creative,Energetic,Relaxed,Uplifted,width:100%,width:98%,width:95%,width:68%,width:37%,1. Apple,2. Sweet,3. Citrus,Asa,Depression,Pain,Stress,Insomnia,Fatigue,width:100%,width:91%,width:58%,width:54%,width:50%,Alien Sour Apple,Dry Mouth,Dry Eyes,,,,width:100%,width:92%,,,,21,4.7,Hybrid
Happy,Tingly,Energetic,Uplifted,Relaxed,width:100%,width:96%,width:94%,width:8%,width:7%,1. Pepper,2. Citrus,3. Diesel,Asd,Stress,Depression,Lack of Appetite,Inflammation,Muscle Spasms,width:100%,width:66%,width:66%,width:33%,width:33%,Alien Stardawg,Dry Mouth,,,,,width:100%,,,,,9,4.3,Sativa
Happy,Euphoric,Uplifted,Creative,Hungry,width:100%,width:94%,width:69%,width:61%,width:61%,1. Earthy,2. Spicy/Herbal,3. Woody,Alt,Stress,Lack of Appetite,Pain,Headaches,Depression,width:100%,width:75%,width:75%,width:50%,width:25%,Alien Technology,Dry Mouth,Anxious,Dry Eyes,Headache,,width:100%,width:74%,width:19%,width:12%,,14,4.5,Indica
Happy,Creative,Energetic,Euphoric,Uplifted,width:100%,width:89%,width:78%,width:59%,width:56%,1. Earthy,2. Citrus,3. Pine,Awk,Stress,Pain,Depression,Insomnia,Muscle Spasms,width:100%,width:75%,width:67%,width:56%,width:37%,Alien Walker,Dry Mouth,Dry Eyes,Anxious,Dizzy,Headache,width:100%,width:12%,width:4%,width:4%,width:1%,161,4.6,Hybrid
Uplifted,Happy,Relaxed,Focused,Euphoric,width:100%,width:94%,width:85%,width:65%,width:50%,1. Citrus,2. Earthy,3. Diesel,Alm,Pain,Stress,Depression,Muscle Spasms,Cramps,width:100%,width:100%,width:69%,width:56%,width:39%,Aliens On Moonshine,Dry Mouth,Dizzy,Dry Eyes,Headache,,width:100%,width:79%,width:79%,width:10%,,28,4.6,Indica
,,,,,,,,,,,,,Aln,,,,,,,,,,,Alion,,,,,,,,,,,1,5.0,Hybrid
Euphoric,Happy,Relaxed,Focused,Hungry,width:100%,width:100%,width:100%,width:94%,width:94%,,,,Aiv,Depression,Insomnia,Lack of Appetite,Stress,Headaches,width:100%,width:94%,width:94%,width:94%,width:11%,Allen Iverson OG,,,,,,,,,,,2,5.0,Indica
Happy,Uplifted,Energetic,Euphoric,Focused,width:100%,width:82%,width:82%,width:80%,width:80%,1. Pungent,2. Earthy,3. Citrus,Aw,Stress,Depression,Pain,Fatigue,Nausea,width:100%,width:92%,width:50%,width:50%,width:40%,Allen Wrench,Dry Mouth,Anxious,Dry Eyes,Dizzy,Paranoid,width:100%,width:54%,width:46%,width:37%,width:8%,175,4.3,Sativa
Aroused,Creative,Energetic,Euphoric,Focused,width:100%,width:100%,width:100%,width:100%,width:100%,,,,Ack,,,,,,,,,,,Alley Cat Kush,,,,,,,,,,,1,5.0,Hybrid
Happy,Uplifted,Focused,Hungry,Talkative,width:100%,width:100%,width:81%,width:72%,width:72%,,,,Aku,Stress,Depression,Eye Pressure,Pain,,width:100%,width:33%,width:33%,width:33%,,Allkush,Dry Mouth,Dry Eyes,,,,width:100%,width:33%,,,,6,4.8,Indica
Happy,Uplifted,Euphoric,Focused,Relaxed,width:100%,width:70%,width:62%,width:61%,width:58%,,,,Alo,Stress,Depression,Pain,Nausea,Fatigue,width:100%,width:85%,width:85%,width:64%,width:42%,Aloha,Dry Mouth,Dry Eyes,Dizzy,Anxious,,width:100%,width:71%,width:28%,width:14%,,46,4.2,Sativa
Euphoric,Happy,Relaxed,Uplifted,Giggly,width:100%,width:100%,width:100%,width:100%,width:50%,1. Blueberry,2. Grape,3. Tree Fruit,Ags,Depression,Fatigue,Headaches,Lack of Appetite,Spasticity,width:100%,width:100%,width:100%,width:100%,width:100%,Aloha Grape Stomper,,,,,,,,,,,3,5.0,Hybrid
Happy,Relaxed,Giggly,Euphoric,Uplifted,width:100%,width:66%,width:65%,width:59%,width:48%,,,,All,Depression,Fatigue,Stress,Pain,Lack of Appetite,width:100%,width:91%,width:54%,width:50%,width:17%,Aloha Limone,Dry Eyes,Dry Mouth,,,,width:100%,width:55%,,,,12,4.6,Hybrid
Happy,Energetic,Euphoric,Creative,Uplifted,width:100%,width:94%,width:76%,width:76%,width:64%,1. Berry,2. Sweet,3. Citrus,Alb,Stress,Pain,Depression,Nausea,Muscle Spasms,width:100%,width:64%,width:47%,width:47%,width:29%,Alohaberry,Dry Mouth,Dry Eyes,Paranoid,,,width:100%,width:55%,width:22%,,,27,4.2,Hybrid
Uplifted,Energetic,Happy,Relaxed,Focused,width:100%,width:89%,width:77%,width:57%,width:47%,1. Sweet,2. Diesel,3. Berry,Abl,Pain,Stress,Muscle Spasms,Depression,Fatigue,width:100%,width:74%,width:67%,width:52%,width:48%,Alpha Blue,Dry Mouth,Anxious,Dizzy,Dry Eyes,Paranoid,width:100%,width:49%,width:44%,width:27%,width:25%,105,4.5,Sativa
,,,,,,,,,,,,,Acw,,,,,,,,,,,Alpha Cow,,,,,,,,,,,2,5.0,Sativa
Energetic,Uplifted,Focused,Creative,Happy,width:100%,width:80%,width:59%,width:40%,width:40%,1. Diesel,2. Spicy/Herbal,3. Berry,Aex,Insomnia,Lack of Appetite,Cramps,Depression,Fatigue,width:100%,width:100%,width:50%,width:50%,width:50%,Alpha Express,Dry Mouth,Anxious,,,,width:100%,width:33%,,,,6,4.7,Sativa
Relaxed,Euphoric,Uplifted,Sleepy,Happy,width:100%,width:97%,width:72%,width:71%,width:67%,1. Earthy,2. Pungent,3. Pine,Alp,Insomnia,Stress,Depression,Fatigue,Headaches,width:100%,width:81%,width:69%,width:55%,width:36%,Alpha OG,Dry Mouth,Dry Eyes,Headache,Dizzy,Paranoid,width:100%,width:26%,width:24%,width:3%,width:1%,46,4.7,Hybrid
Relaxed,Sleepy,Euphoric,Uplifted,Happy,width:100%,width:70%,width:45%,width:33%,width:31%,1. Berry,2. Earthy,3. Honey,Apb,Pain,Insomnia,Stress,Lack of Appetite,Depression,width:100%,width:92%,width:63%,width:42%,width:7%,Alpine Blue,Dry Eyes,,,,,width:100%,,,,,9,4.9,Hybrid
Uplifted,Aroused,Euphoric,Creative,Focused,width:100%,width:86%,width:54%,width:48%,width:45%,1. Earthy,2. Pine,3. Woody,Ast,Stress,Insomnia,Pain,Eye Pressure,Depression,width:100%,width:93%,width:93%,width:90%,width:15%,Alpine Star,Dry Mouth,Anxious,Paranoid,Dry Eyes,Headache,width:100%,width:48%,width:48%,width:3%,width:1%,23,4.2,Indica
Sleepy,,,,,width:100%,,,,,,,,Atd,Headaches,,,,,width:100%,,,,,Altoyd,Dizzy,Headache,,,,width:100%,width:100%,,,,1,3.0,Hybrid
Relaxed,Aroused,Sleepy,Happy,Uplifted,width:100%,width:85%,width:84%,width:19%,width:18%,1. Flowery,2. Sage,3. Tree Fruit,Amb,Stress,Depression,Headaches,Pain,Insomnia,width:100%,width:91%,width:72%,width:18%,width:11%,Ambrosia,Dry Mouth,Dry Eyes,Anxious,Paranoid,Dizzy,width:100%,width:76%,width:29%,width:23%,width:17%,85,4.4,Hybrid
Euphoric,Relaxed,Sleepy,Uplifted,Creative,width:100%,width:100%,width:100%,width:100%,width:33%,1. Mango,2. Peach,3. Tropical,Ame,Insomnia,Stress,Pain,Headaches,Nausea,width:100%,width:100%,width:100%,width:100%,width:100%,American Beauty,Dry Eyes,Dry Mouth,,,,width:100%,width:100%,,,,2,5.0,Indica
Euphoric,Creative,Happy,Uplifted,Energetic,width:100%,width:79%,width:77%,width:77%,width:75%,1. Skunk,2. Earthy,3. Pungent,Adr,Stress,Pain,Depression,Nausea,Lack of Appetite,width:100%,width:100%,width:98%,width:96%,width:96%,American Dream,Dry Mouth,Dizzy,Anxious,Dry Eyes,Headache,width:100%,width:1%,width:0%,width:0%,width:0%,17,4.7,Hybrid
Relaxed,Happy,Tingly,Sleepy,Euphoric,width:100%,width:94%,width:92%,width:89%,width:88%,1. Sweet,2. Coffee,3. Spicy/Herbal,Amk,Eye Pressure,Pain,Stress,Muscle Spasms,Headaches,width:100%,width:14%,width:11%,width:11%,width:9%,American Kush,Dizzy,Dry Eyes,Dry Mouth,Headache,Anxious,width:100%,width:9%,width:9%,width:3%,width:1%,22,4.8,Indica
Euphoric,Relaxed,Uplifted,Happy,Creative,width:100%,width:100%,width:100%,width:66%,width:33%,1. Earthy,2. Pine,3. Sweet,Amp,Depression,Stress,,,,width:100%,width:100%,,,,American Pie,,,,,,,,,,,5,4.8,Hybrid
Euphoric,Relaxed,Aroused,Creative,Focused,width:100%,width:100%,width:66%,width:66%,width:66%,1. Earthy,2. Diesel,3. Lemon,Amr,Headaches,Nausea,Pain,,,width:100%,width:100%,width:100%,,,Americano,Dry Eyes,,,,,width:100%,,,,,4,4.6,Indica
Happy,Relaxed,Euphoric,Giggly,Hungry,width:100%,width:94%,width:50%,width:50%,width:50%,1. Sweet,,,Amt,Stress,Depression,Pain,Fatigue,,width:100%,width:88%,width:88%,width:11%,,Amethyst,Dry Mouth,Dry Eyes,,,,width:100%,width:9%,,,,10,4.1,Hybrid
Euphoric,Uplifted,Creative,Happy,Relaxed,width:100%,width:76%,width:69%,width:69%,width:53%,1. Berry,2. Woody,3. Sweet,Ame,Stress,Insomnia,Nausea,Pain,Depression,width:100%,width:62%,width:62%,width:62%,width:25%,Amethyst Bud,Dry Mouth,Dry Eyes,Headache,Paranoid,,width:100%,width:57%,width:28%,width:28%,,22,4.2,Hybrid
Uplifted,Euphoric,Relaxed,Energetic,Happy,width:100%,width:100%,width:100%,width:75%,width:75%,1. Earthy,2. Flowery,3. Pungent,Ams,Depression,Fatigue,Stress,Muscle Spasms,Pain,width:100%,width:100%,width:100%,width:50%,width:50%,Amherst Sour Diesel,Dry Mouth,Dry Eyes,,,,width:100%,width:50%,,,,5,4.6,Hybrid
Creative,Euphoric,Focused,Uplifted,Energetic,width:100%,width:100%,width:100%,width:100%,width:75%,1. Sweet,2. Tropical,3. Citrus,Akl,Fatigue,Stress,,,,width:100%,width:100%,,,,Amnesi-K Lemon,Dizzy,,,,,width:100%,,,,,5,5.0,Sativa
Happy,Uplifted,Energetic,Relaxed,Euphoric,width:100%,width:77%,width:74%,width:70%,width:64%,1. Earthy,2. Citrus,3. Lemon,Am,Stress,Depression,Pain,Insomnia,Lack of Appetite,width:100%,width:94%,width:44%,width:30%,width:30%,Amnesia,Dry Mouth,Paranoid,Dizzy,Dry Eyes,Anxious,width:100%,width:48%,width:37%,width:35%,width:22%,654,4.3,Sativa
Creative,Euphoric,Happy,Relaxed,,width:100%,width:100%,width:100%,width:100%,,1. Spicy/Herbal,2. Sweet,3. Tropical,Agh,,,,,,,,,,,Amnesia Ganja Haze,Dry Mouth,,,,,width:100%,,,,,4,4.5,Sativa
Happy,Euphoric,Uplifted,Relaxed,Energetic,width:100%,width:87%,width:77%,width:69%,width:59%,1. Citrus,2. Lemon,3. Earthy,Amh,Stress,Depression,Pain,Insomnia,Fatigue,width:100%,width:91%,width:60%,width:47%,width:43%,Amnesia Haze,Dry Mouth,Dry Eyes,Paranoid,Dizzy,Anxious,width:100%,width:61%,width:39%,width:35%,width:26%,1352,4.3,Sativa
Relaxed,Euphoric,Happy,Uplifted,Focused,width:100%,width:100%,width:71%,width:71%,width:57%,1. Diesel,2. Cheese,3. Citrus,Amo,Stress,Depression,Nausea,Pain,Fatigue,width:100%,width:79%,width:60%,width:39%,width:19%,Amnesia OG,Dry Mouth,,,,,width:100%,,,,,7,4.6,Sativa
Aroused,Creative,Energetic,Focused,Giggly,width:100%,width:50%,width:50%,width:50%,width:50%,,,,Ank,Stress,Headaches,Lack of Appetite,Pain,,width:100%,width:50%,width:50%,width:50%,,Ancient Kush,Anxious,Dizzy,Dry Eyes,Dry Mouth,Paranoid,width:100%,width:100%,width:100%,width:100%,width:100%,3,4.6,Indica
Relaxed,Euphoric,Sleepy,Uplifted,Happy,width:100%,width:96%,width:68%,width:58%,width:54%,1. Pine,2. Lemon,3. Citrus,Aog,Stress,Insomnia,Depression,Pain,Muscle Spasms,width:100%,width:96%,width:76%,width:57%,width:50%,Ancient OG,Dry Mouth,Dizzy,Dry Eyes,Paranoid,,width:100%,width:80%,width:14%,width:2%,,80,4.6,Indica
Relaxed,Sleepy,Happy,Euphoric,Uplifted,width:100%,width:75%,width:66%,width:54%,width:54%,1. Earthy,2. Pungent,3. Woody,An,Pain,Stress,Insomnia,Depression,Muscle Spasms,width:100%,width:91%,width:62%,width:37%,width:33%,Anesthesia,Dry Mouth,Dry Eyes,Dizzy,Paranoid,Headache,width:100%,width:66%,width:60%,width:46%,width:20%,48,4.1,Indica
Sleepy,Relaxed,Euphoric,Uplifted,Happy,width:100%,width:67%,width:62%,width:54%,width:41%,1. Pungent,2. Berry,3. Diesel,Ang,Insomnia,Pain,Stress,Fatigue,Muscle Spasms,width:100%,width:86%,width:73%,width:73%,width:73%,Angel OG,Dry Mouth,Dry Eyes,Dizzy,Anxious,Headache,width:100%,width:66%,width:45%,width:33%,width:33%,24,4.7,Indica
,,,,,,,,,,,,,Agc,,,,,,,,,,,Angelica,,,,,,,,,,,,,Hybrid
Focused,Uplifted,Euphoric,Talkative,Relaxed,width:100%,width:94%,width:80%,width:80%,width:75%,1. Earthy,2. Chestnut,3. Sweet,Anm,Spasticity,Pain,Stress,Cramps,Headaches,width:100%,width:70%,width:70%,width:50%,width:50%,Animal Blues,Dry Mouth,,,,,width:100%,,,,,9,4.6,Hybrid
Euphoric,Creative,Happy,Relaxed,Uplifted,width:100%,width:66%,width:66%,width:66%,width:66%,1. Diesel,2. Chemical,3. Earthy,Aga,Depression,Fatigue,Headaches,Insomnia,Nausea,width:100%,width:100%,width:100%,width:100%,width:100%,Animal Gas,,,,,,,,,,,4,4.8,Hybrid
Euphoric,Giggly,Happy,Relaxed,Talkative,width:100%,width:100%,width:100%,width:100%,width:100%,1. Mint,2. Sweet,,Amn,,,,,,,,,,,Animal Mint,,,,,,,,,,,4,4.8,Hybrid
Aroused,Energetic,Euphoric,Focused,Giggly,width:100%,width:100%,width:100%,width:100%,width:100%,1. Earthy,2. Nutty,3. Pungent,Ani,,,,,,,,,,,Animal Sherbert,Anxious,Dizzy,Dry Eyes,Dry Mouth,Paranoid,width:100%,width:100%,width:100%,width:100%,width:100%,1,4.0,Hybrid
Relaxed,Sleepy,Happy,Euphoric,Hungry,width:100%,width:84%,width:81%,width:15%,width:6%,,,,Ano,Eye Pressure,Insomnia,Lack of Appetite,Nausea,Stress,width:100%,width:100%,width:100%,width:100%,width:100%,Anonymous OG,Paranoid,Dry Mouth,Dizzy,Dry Eyes,,width:100%,width:9%,width:4%,width:4%,,13,4.9,Indica
Relaxed,Euphoric,Uplifted,Talkative,Happy,width:100%,width:56%,width:52%,width:48%,width:12%,1. Grape,2. Lime,3. Citrus,Anu,Stress,Depression,Pain,Insomnia,Fatigue,width:100%,width:62%,width:16%,width:12%,width:8%,Anubis,Anxious,Dry Eyes,Dry Mouth,,,width:100%,width:100%,width:100%,,,7,5.0,Indica
Happy,Giggly,Uplifted,Relaxed,Euphoric,width:100%,width:100%,width:85%,width:71%,width:57%,1. Grape,2. Sweet,3. Blueberry,Ape,Depression,Eye Pressure,Insomnia,Stress,Headaches,width:100%,width:66%,width:66%,width:66%,width:33%,Ape Shit,Dry Mouth,Dry Eyes,,,,width:100%,width:50%,,,,7,5.0,Hybrid
Tingly,Euphoric,Uplifted,Relaxed,Energetic,width:100%,width:98%,width:88%,width:72%,width:63%,1. Citrus,2. Pine,3. Pungent,A11,Stress,Pain,Insomnia,Inflammation,Muscle Spasms,width:100%,width:94%,width:52%,width:50%,width:50%,Apollo 11,Dry Mouth,Dizzy,Anxious,Dry Eyes,Headache,width:100%,width:42%,width:40%,width:15%,width:5%,67,4.4,Hybrid
Uplifted,Relaxed,Aroused,Euphoric,Happy,width:100%,width:82%,width:71%,width:70%,width:61%,1. Earthy,2. Pungent,3. Woody,A13,Stress,Pain,Fatigue,Nausea,Cramps,width:100%,width:83%,width:78%,width:76%,width:74%,Apollo 13,Dizzy,Dry Mouth,Dry Eyes,Paranoid,Headache,width:100%,width:36%,width:29%,width:14%,width:5%,147,4.4,Hybrid
